Date,temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day,Power_kW,Holiday+Weekend,Hour,DayWeek,Power-1,logtemp
2017-01-01 01:00:00,7.930000000000001,76.30833333333334,2.692416666666667,3.4803333333333337,1028.1666666666667,1.4773333333333334,0.0,0.0,119.1906989,1.0,1,6,117.823342,2.0706530356467567
2017-01-01 02:00:00,7.263416666666668,80.275,3.3002499999999997,4.067166666666666,1028.0,1.4150833333333335,0.0,0.0,117.9729915,1.0,2,6,119.1906989,1.9828503333754253
2017-01-01 03:00:00,6.831333333333333,81.33333333333333,3.534333333333333,4.423583333333333,1028.0,1.542,0.0,0.0,116.4132879,1.0,3,6,117.9729915,1.9215198717094164
2017-01-01 04:00:00,6.500250000000001,81.24166666666666,4.006,5.262333333333333,1028.0,0.891,0.0,0.0,116.17238359999999,1.0,4,6,116.4132879,1.871840637700427
2017-01-01 05:00:00,6.0064166666666665,81.00833333333334,4.552833333333334,6.0793333333333335,1028.0,1.3758333333333332,0.0,0.0,114.8782817,1.0,5,6,116.17238359999999,1.7928283422241746
2017-01-01 06:00:00,5.645833333333333,80.44166666666668,4.004416666666667,5.346416666666666,1027.0,0.988,0.0,0.0,116.12822129999999,1.0,6,6,114.8782817,1.7309178099718099
2017-01-01 07:00:00,5.4777499999999995,80.19166666666666,3.176250000000001,4.654166666666666,1027.0,1.4661666666666668,0.0,0.0,116.1114773,1.0,7,6,116.12822129999999,1.7006944327056526
2017-01-01 08:00:00,5.4102500000000004,80.35833333333333,3.460916666666666,4.402333333333334,1027.0,29.54975,0.0,0.0,112.4997965,1.0,8,6,116.1114773,1.688295302511595
2017-01-01 09:00:00,5.4805833333333345,80.09166666666665,4.51075,5.680666666666667,1027.0,76.49416666666666,0.0,0.0,112.9510473,1.0,9,6,112.4997965,1.7012115429833357
2017-01-01 10:00:00,6.016833333333334,78.79166666666667,3.9555000000000007,5.324916666666667,1027.0,192.80833333333337,0.0,0.0,112.74865420000002,1.0,10,6,112.9510473,1.7945610965581444
2017-01-01 11:00:00,6.882416666666667,76.29166666666667,2.4581666666666666,3.3125,1026.1666666666667,237.49166666666667,0.0,0.0,112.3430308,1.0,11,6,112.74865420000002,1.9289698499579326
2017-01-01 12:00:00,7.56,75.31666666666666,2.1505833333333335,2.8511666666666664,1025.1666666666667,267.5,0.0,0.0,113.6214352,1.0,12,6,112.3430308,2.0228711901914416
